GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1004544,11545,"Rolling Meadows Landfill, Inc.",AR,1420 Hamric Road,Hazen,Prairie,72064,34.8476,-91.59002,Private,GFL Environmental USA Inc.,1991,2096,Open,"4,160,963",2022,No,,,181015-0,Candidate,,,,Unknown,Unknown,,,,,,
1006513,11548,Saline County RWMD LF,AR,18511 W. Sardis Road,Bauxite,Saline,72011,34.5606,-92.4818,Private,"Republic Services, Inc.",1992,2042,Open,"5,233,914",2022,Yes,0.713,0.713,181018-0,Candidate,,,,Unknown,Unknown,,,,,,
1007614,20802,Shannon Road Landfill,AR,7700 Shannon Road,Pine Bluff,Jefferson,71603,34.204169,-92.09412,Private,WM,1976,1991,Closed,"2,443,913",1991,No,,,201026-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007896,2043,Two Pine Landfill,AR,100 Two Pine Drive,North Little Rock,Pulaski,72117,34.8371,-92.1497,Private,WM,1981,2063,Open,"14,766,106",2022,Yes,2.134,0.672,167128-0,Operational,Project #1,10/1/2006,,Electricity,Reciprocating Engine,,2.89,4.8,1.46,0.1462,0.0140
1004479,2401,Union County Recycling & Disposal Facility,AR,3083 Smackover Highway,El Dorado,Union,71730,33.32,-92.6855,Private,GFL Environmental USA Inc.,1988,2061,Open,"3,825,635",2022,Yes,0.518,0.518,180762-0,Candidate,,,,Unknown,Unknown,,,,,,
1005440,11549,Upper Southwest RSWMD,AR,319 Landfill Road,Nashville,Howard,71852,34.075,-93.868,Public,Upper SW Arkansas RSWMD,1994,2038,Open,"2,088,113",2022,No,,,181019-0,Candidate,,,,Unknown,Unknown,,,,,,
1006280,1768,27th Avenue Landfill,AZ,3060 S. 27th Avenue,Phoenix,Maricopa,85009,33.42,-112.1168,Public,"City of Phoenix, AZ",1978,1995,Closed,"10,727,362",1995,Yes,0.917,0.917,101801-0,Low Potential,,,,Unknown,Unknown,,,,,,
,20766,Apache County Regional Landfill - Blue Hills,AZ,"Highway 191
3 mi NE of St. Johns",St. Johns,Apache,85936,34.529,-109.312,Public,"Apache County, AZ",1990,,Open,,,Unknown,,,201028-0,Unknown,,,,Unknown,Unknown,,,,,,
1004003,1773,Apache Junction LF,AZ,4050 South Tomahawk Road,Apache Junction,Pinal,85219,33.37893,-111.52877,Private,"Republic Services, Inc.",1972,2035,Open,"10,324,092",2022,Yes,0.888,0.888,101807-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007815,1783,Butterfield Station Landfill,AZ,40404 S. 99th Avenue,Mobile,Maricopa,85139,33.08,-112.2757,Private,WM,1990,2105,Open,"44,000,640",2022,Yes,1.261,1.261,101836-0,Shutdown,Project #1,1/1/2003,1/1/2004,Electricity,Microturbine,,0.07,0.07,,,
1007815,1783,Butterfield Station Landfill,AZ,40404 S. 99th Avenue,Mobile,Maricopa,85139,33.08,-112.2757,Private,WM,1990,2105,Open,"44,000,640",2022,Yes,1.261,1.261,181104-0,Candidate,,,,Unknown,Unknown,,,,,,
1006201,12210,Cactus Landfill,AZ,22481 East Deep Well Ranch Road,Florence,Pinal,85132,32.7679,-111.3223,Private,"Republic Services, Inc.",2004,2490,Open,"5,472,139",2022,Yes,0.123,0.123,181132-0,Candidate,,,,Unknown,Unknown,,,,,,
,21259,Casa Grande Landfill,AZ,"5200 S. ChuiChu Road
3.2 miles S of City",Casa Grande,Pinal,85230,32.830049,-111.763015,Public,"City of Casa Grande, AZ",1949,,Open,,,No,,,201545-0,Unknown,,,,Unknown,Unknown,,,,,,
1003466,20787,Cave Creek MSW Landfill,AZ,3955 E. Carefree Highway,Cave Creek,Maricopa,85331,33.79,-111.997,Public,"Maricopa County, AZ",1984,1999,Closed,"1,625,749",1999,No,,,201012-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004132,1782,Cinder Lake MSW LF,AZ,6770 E. Cinder Lake Landfill Road,Flagstaff,Coconino,86004,35.307,-111.517,Public,"City of Flagstaff, AZ",1965,2062,Open,"5,678,442",2022,No,,,101835-0,Candidate,,,,Unknown,Unknown,,,,,,
1007279,1781,City of Chandler Landfill,AZ,3850 South McQueen Road,Chandler,Maricopa,85286,33.251,-111.8251,Public,"City of Chandler, AZ",1981,2005,Closed,"2,100,000",2001,Yes,0.448,0.448,101834-0,Shutdown,Project #1,10/10/2001,12/31/2005,Electricity,Reciprocating Engine,,0.28,0.3,,,
1007279,1781,City of Chandler Landfill,AZ,3850 South McQueen Road,Chandler,Maricopa,85286,33.251,-111.8251,Public,"City of Chandler, AZ",1981,2005,Closed,"2,100,000",2001,Yes,0.448,0.448,180875-0,Low Potential,Project #2,,,Unknown,Unknown,,,,,,
1003683,1787,City of Glendale Municipal Landfill,AZ,11480 W Glendale Avenue,Glendale,Maricopa,85307,33.5364,-112.3065,Public,"City of Glendale, AZ",1973,2061,Open,"12,305,865",2022,Yes,1.697,1.697,101840-0,Shutdown,Project #1,1/30/2010,6/30/2019,Electricity,Reciprocating Engine,,2.8,2.8,,,
1003683,1787,City of Glendale Municipal Landfill,AZ,11480 W Glendale Avenue,Glendale,Maricopa,85307,33.5364,-112.3065,Public,"City of Glendale, AZ",1973,2061,Open,"12,305,865",2022,Yes,1.697,1.697,201705-0,Candidate,,,,Unknown,Unknown,,,,,,
,20767,Cochise County Western Regional Landfill,AZ,2595 N. Sagebrush Road,Huachuca City,Cochise,85616,31.718,-110.288,Public,"Cochise County, AZ",2001,,Open,,,Unknown,,,201029-0,Future Potential,,,,Unknown,Unknown,,,,,,
,1784,Cocopah Landfill,AZ,"16500 S. Avenue C
1/2 mi E of County 16 & S. Avenue C",Somerton,Yuma,85350,32.5915,-114.6713,Private,Cocopah Indian Tribe,,2000,Closed,"2,500,000",2000,No,,,101837-0,Unknown,,,,Unknown,Unknown,,,,,,
1007963,2414,Copper Mountain Landfill,AZ,34853 East County 12th Street,Wellton,Yuma,85356,32.64606,-114.04372,Private,"Republic Services, Inc.",1995,2238,Open,"7,452,833",2022,Yes,0.452,0.452,180775-0,Candidate,,,,Unknown,Unknown,,,,,,
,2335,Deer Valley Landfill,AZ,15202 N 19th Avenue,Phoenix,Maricopa,85023,33.621,-112.0996,Public,"City of Phoenix, AZ",,1972,Closed,,,Yes,,,180431-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2390,Dudleyville Landfill,AZ,8195 North Highway 177,Winkelman,Pinal,85292,32.9997,-110.7879,Public,Pinal County,,,Open,"8,902",2001,No,,,180748-0,Future Potential,,,,Unknown,Unknown,,,,,,
1013630,20753,Durham Regional Landfill,AZ,"22316 S. Harmon Road
6 miles north and 3 miles east of the I-10 Red Rock Interchange (Exit 226)",Florence,Pinal,85132,32.68,-111.291,Private,Waste Connections Inc. - Central Region,2015,2029,Open,"2,943,972",2022,No,,,200967-0,Candidate,,,,Unknown,Unknown,,,,,,
1007862,2194,Gray Wolf Regional Landfill,AZ,"23355 East Highway 169
Mile Post 11",Dewey,Yavapai,86327,34.5167,-112.0483,Private,WM,1993,2140,Open,"4,757,374",2022,Yes,,,180273-0,Candidate,,,,Unknown,Unknown,,,,,,
1002450,1769,Harrison Landfill,AZ,9245 East Irvington Road,Tucson,Pima,85730,32.1627,-110.7902,Public,"City of Tucson, AZ",1972,1997,Closed,"2,250,000",,Yes,0.382,0.382,101802-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1785,Huachuca City Landfill,AZ,600 Skyline Drive,Huachuca,Cochise,85616,31.637,-110.329,Public,"City of Huachuca, AZ",,,Open,"1,200,000",1998,No,,,101838-0,Candidate,,,,Unknown,Unknown,,,,,,
1003612,2391,Ironwood Landfill,AZ,12720 East Highway 287,Florence,Pinal,85232,33.0077,-111.4316,Private,WM,1971,2023,Closed,"1,773,816",2022,No,,,180749-0,Candidate,,,,Unknown,Unknown,,,,,,
1004056,2411,La Paz County Landfill,AZ,"26999 Highway 95
Mile Post 128",Parker,La Paz,85344,33.951822,-114.216539,Public,County of La Paz,1990,2023,Closed,"4,273,418",2022,No,,,180772-0,Candidate,,,,Unknown,Unknown,,,,,,
1004093,2412,Lake Havasu Landfill,AZ,3251 East Chenoweth Drive,Lake Havasu City,Mohave,86404,34.5463,-114.339,Public,City of Lake Havasu,1971,2068,Open,"2,462,587",2022,No,,,180773-0,Candidate,,,,Unknown,Unknown,,,,,,
1007543,12205,Lone Cactus Landfill,AZ,21402 N. 7th Street,Phoenix,Maricopa,85024,33.682456,-112.065633,Public,State of Arizona Land Department,1981,2013,Closed,"11,158,328",2013,No,,,181127-0,Low Potential,,,,Unknown,Unknown,,,,,,
1002799,1770,Los Reales Landfill,AZ,5300 E. Los Reales Road,Tucson,Pima,85756,32.1192,-110.88,Public,"City of Tucson, AZ",1967,2089,Open,"24,816,670",2022,Yes,1.023,1.023,101803-0,Shutdown,Project #1,12/15/1999,11/30/2019,Electricity,Steam Turbine,,2.8,6,1.56,,
1002799,1770,Los Reales Landfill,AZ,5300 E. Los Reales Road,Tucson,Pima,85756,32.1192,-110.88,Public,"City of Tucson, AZ",1967,2089,Open,"24,816,670",2022,Yes,1.023,1.023,201487-0,Candidate,,,,Unknown,Unknown,,,,,,
1013218,21213,Marana Regional Landfill,AZ,14508 West Avra Valley Road,Marana,Pima,85653,32.410302,-111.283295,Private,WM,2013,2224,Open,"3,404,067",2022,No,,,201460-0,Candidate,,,,Unknown,Unknown,,,,,,
1004980,2413,Mohave Valley Landfill,AZ,3999 El Rodeo Road,Fort Mohave,Mohave,86426,35.022082,-114.512929,Public,"Mohave County Development Services, AZ",1990,2024,Open,"1,942,350",2022,Yes,0.219,0.219,180774-0,Candidate,,,,Unknown,Unknown,,,,,,
1003046,1800,North Center Street Landfill,AZ,"2799 North Center Street
13602 E. Beeline Highway",Scottsdale,Maricopa,85256,33.478376,-111.828971,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1970,1992,Closed,"2,206,102",1992,Yes,0.144,0.144,201758-0,Low Potential,,,,Unknown,Unknown,,,,,,
1000031,1786,Northwest Regional MSW Landfill,AZ,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,Private,WM,1983,2090,Open,"25,268,077",2022,Yes,1.929,0.832,101839-0,Operational,Project #1,8/1/2012,,Electricity,Reciprocating Engine,,2.24,3.2,1.1,0.1134,0.0108
1003611,1771,Painted Desert Landfill,AZ,9001 N. Porter Avenue,Joseph City,Navajo,86032,34.998,-110.3347,Private,WM,1988,2232,Open,"3,765,596",2022,Yes,0.139,0.139,101804-0,Candidate,,,,Unknown,Unknown,,,,,,
1003467,1788,Queen Creek MSW Landfill,AZ,20224 E Riggs Road,Queen Creek,Maricopa,85142,33.2195,-111.6469,Public,"Maricopa County, AZ",1972,2007,Closed,"4,217,096",2007,No,,,101841-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1789,Rio Rico MSW Landfill,AZ,1500 W. Frontage Road,Rio Rico,Santa Cruz,85648,31.5194,-111.0186,Public,"Santa Cruz County, AZ",1981,2041,Open,"1,042,941",2011,Yes,0.36,0.36,101842-0,Candidate,,,,Unknown,Unknown,,,,,,
1002831,1798,Salt River Landfill,AZ,4660 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,2032,Open,"15,760,884",2022,Yes,2.075,2.075,101854-0,Shutdown,Project #1,8/1/1999,1/1/2001,Electricity,Stirling Cycle Engine,,0.003,0.003,,,
1002831,1798,Salt River Landfill,AZ,4660 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,2032,Open,"15,760,884",2022,Yes,2.075,2.075,101855-1,Shutdown,"Project #2 (Combination Project, Expansion #1)",3/1/2008,4/1/2015,Electricity,Reciprocating Engine,,2,2,2.1,,
1002831,1798,Salt River Landfill,AZ,4660 N. Beeline Highway,Scottsdale,Maricopa,85256,33.508775,-111.778214,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1993,2032,Open,"15,760,884",2022,Yes,2.075,2.075,200930-0,Planned,Project #3 (Combination),12/31/2027,,Renewable Natural Gas,Other,Pipeline Injection,,,4.32,,
,2392,Sierra Estrella Landfill,AZ,"22087 North Ralston Road
3 mi NW of town on State Route 238",Maricopa,Pinal,85239,33.08,-112.1253,Private,WM,1994,2000,Closed,,,No,,,180750-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004261,1790,Skunk Creek Landfill,AZ,3165 W. Happy Valley Road,Phoenix,Maricopa,85027,33.71276,-112.12764,Public,"City of Phoenix, AZ",1973,2005,Closed,"16,125,406",2005,Yes,1.39,1.39,101843-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006485,20695,South Yuma County Landfill,AZ,19536 S. Avenue 1 E,Yuma,Yuma,85365,32.5689,-114.61613,Private,"CR&R, Inc.",2001,2080,Open,"3,639,904",2021,No,,,200902-0,Candidate,,,,Unknown,Unknown,,,,,,
1004240,1772,Southwest Regional Landfill,AZ,24427 S Highway 85,Buckeye,Maricopa,85326,33.2222,-112.6371,Public,Buckeye Pollution Control Corp. (BPCC),1997,2146,Open,"16,034,878",2022,Yes,0.237,0.237,101806-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004121,12141,State Route 85 Landfill,AZ,28633 W. Patterson Road,Buckeye,Maricopa,85326,33.178917,-112.66485,Public,"City of Phoenix, AZ",2006,2100,Open,"15,687,676",2022,Yes,1.455,1.455,181112-0,Candidate,,,,Unknown,Unknown,,,,,,
1004876,1791,Tangerine Road MSW Landfill,AZ,10220 W. Tangerine Road,Marana,Pima,85653,32.41944,-111.1833,Public,"Pima County, AZ",1984,2013,Closed,"3,545,055",2013,No,,,101844-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003229,1799,Tri-Cities Landfill,AZ,11630 North Beeline Highway,Scottsdale,Maricopa,85256,33.476,-111.8295,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1972,1993,Closed,"11,500,000",1993,Yes,0.792,0.792,101855-0,Shutdown,Combination Project,5/1/2001,4/1/2015,Electricity,Reciprocating Engine,,2,2,1.4,,
1003229,1799,Tri-Cities Landfill,AZ,11630 North Beeline Highway,Scottsdale,Maricopa,85256,33.476,-111.8295,Public,Salt River Pima-Maricopa Indian Community (SRP-MIC),1972,1993,Closed,"11,500,000",1993,Yes,0.792,0.792,200930-0,Planned,Project #3 (Combination),12/31/2027,,Renewable Natural Gas,Other,Pipeline Injection,,,4.32,,
,1,Vincent Mullins Landfill,AZ,East Speedway Boulevard,Tucson,Pima,85715,32.241022,-110.838658,Public,"City of Tucson, AZ",1976,1987,Closed,"1,320,000",1987,Yes,0.75,0.75,0-0,Low Potential,,,,Unknown,Unknown,,,,,,
,36,Acme LF,CA,950 Waterbird Way,Martinez,Contra Costa,94553,38.034,-122.09056,Private,Acme Fill Corporation,1954,2003,Closed,"10,800,000",2002,Yes,1.8,,180209-0,Operational,Project #2,1/1/1999,,Electricity,Cogeneration,,1.9,,,0.0961,0.0092
,36,Acme LF,CA,950 Waterbird Way,Martinez,Contra Costa,94553,38.034,-122.09056,Private,Acme Fill Corporation,1954,2003,Closed,"10,800,000",2002,Yes,1.8,,180234-0,Operational,Project #3,8/1/2003,,Electricity,Microturbine,,0.28,0.28,0.216,0.0142,0.0014
,36,Acme LF,CA,950 Waterbird Way,Martinez,Contra Costa,94553,38.034,-122.09056,Private,Acme Fill Corporation,1954,2003,Closed,"10,800,000",2002,Yes,1.8,,91-0,Operational,Project #1,1/1/1982,,Direct,Boiler,,,,1.5,0.1471,0.0130
,37,Aerojet Liquid Rocket Company LF,CA,,Rancho Cordova,Sacramento,95670,38.58333,-121.3,Private,Aerojet,,,Unknown,,,No,,,92-0,Unknown,,,,Unknown,Unknown,,,,,,
1004335,349,All Purpose Landfill,CA,5401 Lafayette Street,Santa Clara,Santa Clara,95054,37.41639,-121.97056,Public,"City of Santa Clara, CA",1962,1993,Closed,"5,158,633",1993,Yes,0.279,0.067,180957-0,Operational,Project #2,12/18/2009,,Electricity,Microturbine,,0.4,0.75,0.197,0.0202,0.0019
1004335,349,All Purpose Landfill,CA,5401 Lafayette Street,Santa Clara,Santa Clara,95054,37.41639,-121.97056,Public,"City of Santa Clara, CA",1962,1993,Closed,"5,158,633",1993,Yes,0.279,0.067,409-0,Shutdown,Project #1,1/1/1985,11/1/2005,Electricity,Reciprocating Engine,,0.9,2.5,,,
1006197,179,Allied Imperial Landfill,CA,104 East Robinson Road,Imperial,Imperial,92251,32.858,-115.526,Private,"Republic Services, Inc.",1971,2083,Open,"5,252,478",2022,Yes,0.022,0.022,236-0,Candidate,,,,Unknown,Unknown,,,,,,
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,WM,1980,2051,Open,"68,280,716",2022,Yes,6.061,,180271-0,Shutdown,Project #2,9/15/2002,4/1/2018,Electricity,Reciprocating Engine,,2.7,2.7,1.44,,
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,WM,1980,2051,Open,"68,280,716",2022,Yes,6.061,,180977-0,Shutdown,Project #3,9/1/2009,12/31/2018,Renewable Natural Gas,Vehicle Fuel,Local Use,,,3.47,0.0000,0.0000
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,WM,1980,2051,Open,"68,280,716",2022,Yes,6.061,,180977-1,Operational,"Project #3, De-Expansion #1",1/1/2019,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,1,0.0981,0.0079
1007699,39,Altamont Landfill & Resource Recovery Facility,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,WM,1980,2051,Open,"68,280,716",2022,Yes,6.061,,95-0,Operational,Project #1,1/1/1989,,Electricity,Gas Turbine,,4.64,6.2,3.46,0.2348,0.0224
,40,Alturas SLF,CA,"Alturas Dump Road
off Westside Road",Alturas,Modoc,96101,41.45861,-120.56556,Public,"Modoc County, CA",,2028,Open,"33,872",,No,,,96-0,Future Potential,,,,Unknown,Unknown,,,,,,
,41,Amador County SLF,CA,6500 Buena Vista Road,Ione,Amador,95640,38.30315,-120.91147,Public,"Amador County, CA",,2004,Closed,"1,013,553",,Yes,0.27,0.27,97-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004417,42,American Avenue Landfill,CA,18950 West American Avenue,Kerman,Fresno,93630,36.66171,-120.1457,Public,"Fresno County, CA",1971,2044,Open,"17,077,591",2022,Yes,2.647,2.647,98-0,Planned,Project #1,12/31/2024,,Renewable Natural Gas,Other,Unknown,,,,,
1004465,44,American Canyon SLF,CA,End of Eucalyptus Drive,American Canyon,Napa,94503,38.18056,-122.27556,Public,Napa-Vallejo Waste Management Authority,1966,1995,Closed,"4,830,026",1995,Yes,0.443,0.443,100-0,Shutdown,Project #1,1/1/1985,12/31/2009,Electricity,Reciprocating Engine,,1.6,1.6,0.8,,
1004465,44,American Canyon SLF,CA,End of Eucalyptus Drive,American Canyon,Napa,94503,38.18056,-122.27556,Public,Napa-Vallejo Waste Management Authority,1966,1995,Closed,"4,830,026",1995,Yes,0.443,0.443,100-1,Shutdown,"Project #1, De-Expansion #1",1/1/2010,5/1/2013,Electricity,Reciprocating Engine,,0.8,0.8,,,
1004465,44,American Canyon SLF,CA,End of Eucalyptus Drive,American Canyon,Napa,94503,38.18056,-122.27556,Public,Napa-Vallejo Waste Management Authority,1966,1995,Closed,"4,830,026",1995,Yes,0.443,0.443,180760-0,Shutdown,Project #2,6/1/2008,1/1/2009,Electricity,Microturbine,,0.21,0.21,0.19,,
1007839,45,Anderson Landfill,CA,18703 Cambridge Road,Anderson,Shasta,96007,40.45,-122.283334,Private,WM,1977,2076,Open,"5,555,404",2022,Yes,0.971,0.971,101-0,Candidate,,,,Unknown,Unknown,,,,,,
,46,Annapolis LF,CA,,Annapolis,Sonoma,95412,38.716667,-123.366667,Public,"Sonoma County, CA",,1995,Closed,"45,289",,No,,,102-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007710,47,Antelope Valley Recycling and Disposal Facility,CA,1200 W. City Ranch Road,Palmdale,Los Angeles,93551,34.56768,-118.14994,Private,WM,1958,2034,Open,"12,645,970",2022,Yes,2.113,2.113,103-0,Candidate,,,,Unknown,Unknown,,,,,,
,48,Anza Disposal Site,CA,,Anza,Riverside,92539,33.55,-116.666667,Public,"Riverside County, CA",,1999,Closed,"381,600",,No,,,104-0,Low Potential,,,,Unknown,Unknown,,,,,,
,49,Apple Valley Disposal Site,CA,Yucca Loma Road,Apple Valley,San Bernardino,92307,34.5,-117.11,Public,"San Bernardino County, CA",1964,1997,Closed,"609,750",,No,,,105-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1942,Arizona Street LF,CA,,San Diego,San Diego,,,,Public,"City of San Diego, CA",1952,1974,Closed,"1,940,000",1974,Yes,0.43,,167024-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1942,Arizona Street LF,CA,,San Diego,San Diego,,,,Public,"City of San Diego, CA",1952,1974,Closed,"1,940,000",1974,Yes,0.43,,200847-0,Low Potential,Project #3,,,Unknown,Unknown,,,,,,
1002689,50,Arvin SLF,CA,5500 North Wheeler Ridge Road,Arvin,Kern,93203,35.1905,-118.9145,Public,"Kern County, CA",1971,2003,Closed,"4,171,392",,Yes,0.402,0.402,106-0,Low Potential,,,,Unknown,Unknown,,,,,,
,351,Ascon & Desser Landfills,CA,,Wilmington,Los Angeles,,33.798068,-118.238409,Private,Desser; Watson Energy Systems,1964,1978,Closed,"3,600,000",,Yes,1,,411-0,Shutdown,Project #1,1/1/1979,,Direct,Direct Thermal,,,,1,,
,51,Austin Road Landfill,CA,9999 South Austin Road,Manteca,San Joaquin,95336,37.7795,-121.1767,Private,"Republic Services, Inc.",1954,,Closed,"7,354,000",2002,Yes,0.5,,107-0,Shutdown,Project #1,1/1/1985,10/23/2012,Electricity,Reciprocating Engine,,0.76,,,,
1003328,52,Avenal Regional Landfill,CA,"201 North Hydril Road
1200 Skyline Boulevard",Avenal,Kings,93204,36.01195,-120.11535,Public,"City of Avenal, CA",1976,2108,Open,"5,138,236",2022,Yes,0.716,0.716,108-0,Candidate,,,,Unknown,Unknown,,,,,,
1007682,53,"Azusa Land Reclamation Company, Inc.",CA,1211 W. Gladstone Street,Azusa,Los Angeles,91702,34.1159,-117.929,Private,WM,1968,1991,Closed,"7,900,000",,Yes,2.694,2.694,109-0,Low Potential,,,,Unknown,Unknown,,,,,,
1000046,55,Badlands SLF,CA,31125 Ironwood Avenue,Moreno Valley,Riverside,92555,33.95349,-117.11758,Public,"Riverside County, CA",1966,2059,Open,"17,918,231",2022,Yes,2.871,2.871,111-0,Shutdown,Project #1,2/1/2001,9/1/2017,Electricity,Reciprocating Engine,,1.1,,0.576,,
,57,Baker Refuse Disposal Site,CA,72799 Soda Baker Road,Baker,San Bernardino,92309,35.233,-116.061,Public,"San Bernardino County, CA",1963,1997,Closed,"158,794",,No,,,113-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007654,11260,Bakersfield City Landfill,CA,4200 Panorama Drive,Bakersfield,Kern,93306,35.41418,-118.94949,Public,"City of Bakersfield, CA",1956,1983,Closed,,,Yes,0.196,0.196,180986-0,Shutdown,Project #1,1/1/1985,1/1/1989,Electricity,Reciprocating Engine,,,,,,
1002896,58,Bakersfield Metropolitan SLF (BENA),CA,"2951 Neumarkel Road
17 miles E of Bakersfield, off Hwy 58",Edison,Kern,93220,35.34387,-118.75847,Public,"Kern County, CA",1992,2043,Open,"12,413,341",2022,Yes,1.831,1.831,114-0,Candidate,,,,Unknown,Unknown,Unknown,,,,,
,59,Balance Rock Disposal Site,CA,,Balance Rock,Tulare,93207,35.883334,-118.666667,Public,"Tulare County, CA",,1998,Closed,"9,300",,No,,,115-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004406,60,Barstow Sanitary Landfill,CA,32553 Barstow Road,Barstow,San Bernardino,92311,34.83389,-117.02,Public,"San Bernardino County, CA",1963,2071,Open,"3,092,102",2022,Shutdown,0.122,0.122,116-0,Low Potential,,,,Unknown,Unknown,,,,,,
,194,Bass Hill LF,CA,"469-700 Johnstonville Dump Road
off Hwy 395",Johnstonville,Lassen,96130,40.35281,-120.55508,Public,"Lassen Regional Solid Waste Management Authority, CA",1974,2032,Open,"351,480",2011,No,,,251-0,Future Potential,,,,Unknown,Unknown,,,,,,
,61,Beale Air Force Base SLF,CA,,Beale Air Force Base,Yuba,95903,39.1,-121.4,Public,United States Air Force,,1997,Closed,"389,440",,No,,,117-0,Low Potential,,,,Unknown,Unknown,,,,,,
,63,Ben Lomond Solid Waste Disposal Site,CA,9835 Newell Creek Road,Ben Lomond,Santa Cruz,95005,37.09375,-122.07535,Public,"Santa Cruz County, CA",1951,1995,Closed,"1,200,000",1995,Yes,0.12,0.12,119-0,Low Potential,,,,Unknown,Unknown,,,,,,
,64,Benton Crossing SLF,CA,899 Pit Road,Whitmore Hot Springs,Mono,93512,37.68748,-118.78128,Public,Los Angeles Department of Water & Power (LADWP),,2012,Closed,"246,000",,No,,,120-0,Low Potential,,,,Unknown,Unknown,,,,,,
,65,Benton SLF,CA,400 Christie Lane,Benton,Mono,93514,37.81825,-118.4686,Public,United States Bureau of Land Management,,2027,Open,"100,000",2004,No,,,121-0,Future Potential,,,,Unknown,Unknown,,,,,,
,66,Berryessa Garbage Service Disposal Site,CA,Steele Canyon Road,Napa,Napa,94559,38.452,-122.1829,Private,Gomez Boys,,1992,Closed,"50,000",,No,,,122-0,Low Potential,,,,Unknown,Unknown,,,,,,
,67,Bieber Disposal Facility,CA,,Bieber,Lassen,96009,41.116667,-121.133334,Public,"Lassen Regional Solid Waste Management Authority, CA",,1992,Closed,"50,000",,No,,,123-0,Low Potential,,,,Unknown,Unknown,,,,,,
,68,Big Bear Refuse Disposal Site,CA,38550 Holcomb Valley Road,Big Bear City,San Bernardino,92314,34.2994,-116.8736,Public,"San Bernardino County, CA",1949,2001,Closed,"540,000",,No,,,124-0,Low Potential,,,,Unknown,Unknown,,,,,,
,69,Big Oak Flat LF,CA,Jackass Creek Road,Groveland,Tuolumne,95321,37.81286,-120.2269,Public,United States Bureau of Land Management,,2002,Closed,"241,200",,No,,,125-0,Low Potential,,,,Unknown,Unknown,,,,,,
1006218,70,Billy Wright Landfill,CA,17173 S. Billy Wright Road,Los Banos,Merced,93635,37.03949,-120.97235,Public,"Merced County Regional Waste Authority, CA",1974,2054,Open,"2,841,484",2022,No,,,126-0,Candidate,,,,Unknown,Unknown,,,,,,
,71,Bishop Sunland,CA,110 Sunland Reservation Road,Bishop,Inyo,93514,37.32961,-118.40007,Public,Los Angeles Department of Water & Power (LADWP),1955,2064,Open,"250,000",2004,No,,,127-0,Future Potential,,,,Unknown,Unknown,,,,,,
1011449,72,BKK Landfill-Phases I & II,CA,2210 South Azusa Avenue,West Covina,Los Angeles,91792,34.0353,-117.913,Private,BKK Corporation,1963,1996,Closed,"49,245,368",1996,Yes,11.329,0.543,128-0,Operational,Project #2,1/1/1992,,Electricity,Steam Turbine,,6,6.8,,0.3036,0.0290
